prod_id,addOnId,data_limit,simMode,fupLimit,operatorId,additional_note,amount,productName,postFupSpeed,validity,coverageDestinations,allocatedDestinations
1131,Japan1GB7days20251001075401,1,2,,105,,338.14,Japan - 1 GB for 7 Days,,7,JPN,JPN
1132,Malaysia1GB7days20251001075402,1,2,,105,,338.14,Malaysia - 1 GB for 7 Days,,7,MYS,MYS
1133,Oman_1GB_7days_2589914,1,2,,105,,338.14,Oman - 1 GB for 7 Days,,7,OMN,OMN
1134,SAU_0502202514200353,1,2,,105,,338.14,Saudi Arabia - 1 GB for 7 Days,,7,SAU,SAU
1135,SGP_1002202509344822,1,2,,105,,338.14,Singapore - 1 GB for 7 Days,,7,SGP,SGP
1136,azerbaijan-1g7days_0919202508015866,1,2,,105,,422.88,Azerbaijan - 1 GB for 7 Days,,7,AZE,AZE
1137,China1GB7days20260105082415,1,2,,105,,422.88,China - 1 GB for 7 Days,,7,CHN,CHN
1138,07172025125005_cdf08188-6166-477a-90f3-1fcb51614da3,1,2,,105,,422.88,Ghana - 1 GB for 7 Days,,7,GHA,GHA
1139,kazakhstan-1g7days_0919202508020969,1,2,,105,,422.88,Kazakhstan - 1 GB for 7 Days,,7,KAZ,KAZ
1140,07172025125009_6e502ad4-2fe8-4fa3-9937-55033f8e6024,1,2,,105,,422.88,Kenya - 1 GB for 7 Days,,7,KEN,KEN
1141,APAC_1GB_7days_3225114,1,2,,105,,422.88,South Korea - 1 GB for 7 Days,,7,KOR,KOR
1142,Taiwan1GB7days20251001075359,1,2,,105,,422.88,Taiwan - 1 GB for 7 Days,,7,TWN,TWN
1143,Uzbekistan1GB7days20251001075403,1,2,,105,,422.88,Uzbekistan - 1 GB for 7 Days,,7,UZB,UZB
1144,07172025125013_bfc0e836-9ae3-4cbf-b56d-74b1a5812b50,1,2,,105,,422.88,South Africa - 1 GB for 7 Days,,7,ZAF,ZAF
1145,esim_1gb_7days_asia_v2_1002202509343546,1,2,,105,,507.63,Asia - 1 GB for 7 Days,,7,"AUS, HKG, IDN, KOR, LKA, MAC, MYS, NZL, PAK, SGP, THA, TWN, UZB, VNM",ASI
1146,GEO_1002202509364753,1,2,,105,,592.37,Georgia - 1 GB for 7 Days,,7,GEO,GEO
1147,MUS_1002202509372713,1,2,,105,,592.37,Mauritius - 1 GB for 7 Days,,7,MUS,MUS
1148,Seychelles1GB7days20251001075403,1,2,,105,,592.37,Seychelles - 1 GB for 7 Days,,7,SYC,SYC
1149,esim_1gb_7days_global_v2_1002202509343996,1,2,,105,,1270.34,Global - 1 GB for 7 Days,,7,"AND, ARE, ALB, ARG, AUT, AUS, ALA, BIH, BEL, BGR, BOL, BRA, CAN, CHE, CHL, CMR, CHN, COL, CRI, CYP, CZE, DEU, DNK, ECU, EST, EGY, ESP, FIN, FRA, GBR, GGY, GIB, GRC, GTM, GUM, GUY, HKG, HRV, HUN, IDN, IRL, IMN, IRQ, ISL, ITA, JEY, JOR, JPN, KEN, KOR, KWT, KAZ, LIE, LKA, LTU, LUX, LVA, MAR, MDA, MNE, MDG, MKD, MAC, MLT, MUS, MEX, MYS, NGA, NIC, NLD, NOR, NZL, OMN, PAN, PER, PAK, POL, PRT, PRY, QAT, REU, ROU, SRB, SAU, SYC, SWE, SGP, SVN, SVK, SLV, THA, TUN, TUR, TWN, TZA, UKR, UGA, USA, URY, UZB, VNM, ZAF, ZMB",GLB
1150,KHM_1002202509370839,1,2,,105,,1694.07,Cambodia - 1 GB for 7 Days,,7,KHM,KHM
1151,pS-PB-HK-VA-3-5-1,3,1,,105,,253.39,"Plastic SIM - 3GB for 5 Days [HKG, MAC]",,5,"HKG, MAC",HKG
1152,20251110T100014913361_c9a2673a-2e25-489d-97ba-4b48b571d1c0,3,2,,105,,253.39,United States of America - 3 GB for 30 Days,,30,USA,USA
1153,pS-PB-HK-VA-3-15-1,3,1,,105,,338.14,"Plastic SIM - 3GB for 15 Days [HKG, MAC]",,15,"HKG, MAC",HKG
1154,DEU_1002202509460575,3,2,,105,,338.14,Germany - 3 GB for 30 Days,,30,DEU,DEU
1155,GRC_1002202509462239,3,2,,105,,338.14,Greece - 3 GB for 30 Days,,30,GRC,GRC
1156,NLD_1002202509492764,3,2,,105,,338.14,Netherlands - 3 GB for 30 Days,,30,NLD,NLD
1157,TUR_0114202512300020,3,2,,105,,338.14,Turkey - 3 GB for 30 Days,,30,TUR,TUR
1158,pS-PB-AE-VA-3-5,3,1,,105,,422.88,Plastic SIM - 3GB for 5 Days [ARE],,5,ARE,ARE
1159,AUS_1002202509470325,3,2,,105,,422.88,Australia - 3 GB for 30 Days,,30,AUS,AUS
1160,CHE_0313202512400185,3,2,,105,,422.88,Switzerland - 3 GB for 30 Days,,30,CHE,CHE
1161,FIN_1002202509461178,3,2,,105,,422.88,Finland - 3 GB for 30 Days,,30,FIN,FIN
1162,GBR_1002202509461543,3,2,,105,,422.88,United Kingdom - 3 GB for 30 Days,,30,GBR,GBR
1163,hongkong-3g30days_0611202506452642,3,2,,105,,422.88,Hong Kong - 3 GB for 30 Days,,30,HKG,HKG
1164,IDN_0213202516000892,3,2,,105,,422.88,Indonesia - 3 GB for 30 Days,,30,IDN,IDN
1165,pS-PB-SG-VA-3-30-3,3,1,,105,,422.88,"Plastic SIM - 3GB for 30 Days [SGP, MYS, IDN, THA]",,30,"SGP, IDN, THA, MYS",IDN
1166,kuwait-3g30days_0717202507150335,3,2,,105,,422.88,Kuwait - 3 GB for 30 Days,,30,KWT,KWT
1167,LKA_0213202516000519,3,2,,105,,422.88,Sri Lanka - 3 GB for 30 Days,,30,LKA,LKA
1168,Malaysia3GB30days20251001075402,3,2,,105,,422.88,Malaysia - 3 GB for 30 Days,,30,MYS,MYS
1169,Singapore_0MB_30days_2353213,3,2,,105,,422.88,Singapore - 3 GB for 30 Days,,30,SGP,SGP
1170,THA_0410202507150923,3,2,,105,,422.88,Thailand - 3 GB for 30 Days,,30,THA,THA
1171,pS-PB-US-VA-3-30-2,3,1,,105,,422.88,Plastic SIM - 3GB for  Days [USA],,30,USA,USA
1172,pS-PB-LK-VA-3-5,3,1,,105,,507.63,Plastic SIM - 3GB for 30 Days [LKA],,5,LKA,LKA
1173,pS-PB-OM-VA-3-5,3,1,,105,,507.63,Plastic SIM - 3GB for 5 Days [OMN],,5,OMN,OMN
1174,pS-PB-SA-VA-3-5,3,1,,105,,507.63,Plastic SIM - 3GB for 15 Days [SAU],,5,SAU,SAU
1175,pS-PB-AE-VA-3-7,3,1,,105,,507.63,Plastic SIM - 3GB for 7 Days [ARE],,7,ARE,ARE
1176,pS-PB-LK-VA-3-7,3,1,,105,,507.63,Plastic SIM - 3GB for 30 Days [LKA],,7,LKA,LKA
1177,Japan3GB30days20251001075401,3,2,,105,,507.63,Japan - 3 GB for 30 Days,,30,JPN,JPN
1178,Oman_3GB_30days_2590114,3,2,,105,,507.63,Oman - 3 GB for 30 Days,,30,OMN,OMN
1179,pS-PB-UZ-VA-3-5-2,3,1,,105,,592.37,Plastic SIM - 3GB for 5 Days [MULTI (63)],,5,"UZB, USA, SWE, REU, DZA, HUN, FRA, DEU, BEL, ALB, AZE, PAK, GRC, DNK, KGZ, MLT, XKX, HRV, AUS, GBR, IND, TUN, LTU, ISR, PRT, BHR, QAT, POL, ISL, UKR, ESP, AND, CHE, LIE, KAZ, NOR, LKA, SVN, NZL, CYP, FIN, SVK, GEO, KWT, LUX, IRL, BIH, CZE, GHA, ARM, EST, SRB, TUR, LVA, NLD, ROU, AUT, RUS, BGR, MNE, ITA, TJK, RUS",QAT
1180,pS-PB-OM-VA-3-7,3,1,,105,,592.37,Plastic SIM - 3GB for 7 Days [OMN],,7,OMN,OMN
1181,pS-PB-SA-VA-3-7,3,1,,105,,592.37,Plastic SIM - 3GB for 30 Days [SAU],,7,SAU,SAU
1182,pS-PB-SA-VA-3-15,3,1,,105,,592.37,Plastic SIM - 3GB for 30 Days [SAU],,15,SAU,SAU
1183,ARE_1002202509465879,3,2,,105,,592.37,United Arab Emirates - 3 GB for 30 Days,,30,ARE,ARE
1184,BHR_1002202509470980,3,2,,105,,592.37,Bahrain - 3 GB for 30 Days,,30,BHR,BHR
1185,CAN_1002202509455491,3,2,,105,,592.37,Canada - 3 GB for 30 Days,,30,CAN,CAN
1186,esim_3gb_30days_europe_v2_1002202509494056,3,2,,105,,592.37,Europe - 3 GB for 30 Days,,30,"AUT, BEL, BGR, CHE, CYP, CZE, DEU, DNK, EST, ESP, FIN, FRA, GBR, GRC, HRV, HUN, IRL, ISL, ITA, LIE, LTU, LUX, LVA, MLT, NLD, NOR, POL, PRT, ROU, SWE, SVN, SVK, TUR",EUR
1187,Macao3GB30days20251112094246,3,2,,105,,592.37,Macau - 3 GB for 30 Days,,30,MAC,MAC
1188,QAT_0502202514201056,3,2,,105,,592.37,Qatar - 3 GB for 30 Days,,30,QAT,QAT
1189,Taiwan3GB30days20251001075359,3,2,,105,,592.37,Taiwan - 3 GB for 30 Days,,30,TWN,TWN
1190,VNM_1002202509500810,3,2,,105,,592.37,Vietnam - 3 GB for 30 Days,,30,VNM,VNM
1191,pS-PB-AE-VA-3-30,3,1,,105,,677.12,Plastic SIM - 3GB for 30 Days [ARE],,30,ARE,ARE
1192,pS-PB-OM-VA-3-30,3,1,,105,,677.12,Plastic SIM - 3GB for 30 Days [OMN],,30,OMN,OMN
1193,pS-PB-SA-VA-3-30,3,1,,105,,677.12,Plastic SIM - 3GB for 15 Days [SAU],,30,SAU,SAU
1194,esim_3gb_30days_northamerica_v2_1002202509494453,3,2,,105,,761.86,America - 3 GB for 30 Days,,30,"CAN, MEX, USA",AMR
1195,China_3GB_30days_2629514,3,2,,105,,846.61,China - 3 GB for 30 Days,,30,CHN,CHN
1196,SAU_0502202514200427,3,2,,105,,846.61,Saudi Arabia - 3 GB for 30 Days,,30,SAU,SAU
1197,07172025125009_0f67415c-4418-47c3-82cd-66b08c988f28,3,2,,105,,931.36,Kenya - 3 GB for 30 Days,,30,KEN,KEN
1198,APAC_3GB_30days_3225214,3,2,,105,,931.36,South Korea - 3 GB for 30 Days,,30,KOR,KOR
1199,ZAF_1002202509501120,3,2,,105,,931.36,South Africa - 3 GB for 30 Days,,30,ZAF,ZAF
1200,BRA_1002202509471329,3,2,,105,,1270.34,Brazil - 3 GB for 30 Days,,30,BRA,BRA
1201,MUS_1002202509492180,3,2,,105,,1270.34,Mauritius - 3 GB for 30 Days,,30,MUS,MUS
1202,esim_3gb_30days_global_v2_1002202509494276,3,2,,105,,2541.53,Global - 3 GB for 30 Days,,30,"AND, ARE, ALB, ARG, AUT, AUS, ALA, BIH, BEL, BGR, BOL, BRA, CAN, CHE, CHL, CMR, CHN, COL, CRI, CYP, CZE, DEU, DNK, ECU, EST, EGY, ESP, FIN, FRA, GBR, GGY, GIB, GRC, GTM, GUM, GUY, HKG, HRV, HUN, IDN, IRL, IMN, IRQ, ISL, ITA, JEY, JOR, JPN, KEN, KOR, KWT, KAZ, LIE, LKA, LTU, LUX, LVA, MAR, MDA, MNE, MDG, MKD, MAC, MLT, MUS, MEX, MYS, NGA, NIC, NLD, NOR, NZL, OMN, PAN, PER, PAK, POL, PRT, PRY, QAT, REU, ROU, SRB, SAU, SYC, SWE, SGP, SVN, SVK, SLV, THA, TUN, TUR, TWN, TZA, UKR, UGA, USA, URY, UZB, VNM, ZAF, ZMB",GLB
1203,pS-PB-HK-VA-5-7-1,5,1,,105,,422.88,"Plastic SIM - 5GB for 7 Days [HKG, MAC]",,7,"HKG, MAC",HKG
1204,TUR_0110202517200100,5,2,,105,,422.88,Turkey - 5 GB for 7 Days,,7,TUR,TUR
1205,pS-PB-US-VA-5-7-2,5,1,,105,,422.88,Plastic SIM - 5GB for  Days [USA],,7,USA,USA
1206,TUR_0110202517200136,5,2,,105,,422.88,Turkey - 5 GB for 15 Days,,15,TUR,TUR
1207,DEU_1002202509573202,5,2,,105,,422.88,Germany - 5 GB for 30 Days,,30,DEU,DEU
1208,ESP_1002202509573861,5,2,,105,,422.88,Spain - 5 GB for 30 Days,,30,ESP,ESP
1209,FRA_1002202509574168,5,2,,105,,422.88,France - 5 GB for 30 Days,,30,FRA,FRA
1210,GRC_1002202509574970,5,2,,105,,422.88,Greece - 5 GB for 30 Days,,30,GRC,GRC
1211,ITA_1002202509580033,5,2,,105,,422.88,Italy - 5 GB for 30 Days,,30,ITA,ITA
1212,NLD_1002202509583020,5,2,,105,,422.88,Netherlands - 5 GB for 30 Days,,30,NLD,NLD
1213,TUR_0110202517200227,5,2,,105,,422.88,Turkey - 5 GB for 30 Days,,30,TUR,TUR
1214,20251110T100022543765_5e726045-d081-4c26-9720-b7c2b992440e,5,2,,105,,422.88,United States of America - 5 GB for 30 Days,,30,USA,USA
1215,pS-PB-SG-VA-5-7-3,5,1,,105,,507.63,"Plastic SIM - Singapore, Malaysia - 5 GB For 7 Days",128.0,7,"MYS,SGP","SGMY,MYS,SGP"
1216,SGL-TUR-5G-7D,5,2,,103,,507.63,eSIM - Turkey - 5 GB For 7 Days,,7,TUR,TUR
1217,europe1-5g10days_0316202613554887,5,2,,103,,507.63,eSIM - United Kingdom - 5 GB For 10 Days,,10,"AUT,BEL,BGR,HRV,CYP,CZE,DNK,EST,FIN,FRA,DEU,GRC,HUN,ISL,IRL,ITA,LVA,LIE,LTU,LUX,MLT,NLD,NOR,PRT,ROU,SVK,SVN,ESP,SWE,TUR,GBR","AUT,BEL,BGR,HRV,CYP,CZE,DNK,EST,FIN,FRA,DEU,GRC,HUN,ISL,IRL,ITA,LVA,LIE,LTU,LUX,MLT,NLD,NOR,PRT,ROU,SVK,SVN,ESP,SWE,TUR,GBR"
1218,eSim-PB-SG-VA-5-10-9,5,2,,105,,507.63,"Singapore, Malaysia 5GB -10 Days",128.0,10,"SGP, MYS",SGP
1219,pS-PB-SG-VA-5-30-2,5,1,,105,,507.63,"Plastic SIM - 5GB for 30 Days [SGP, MYS, IDN, THA]",,30,"SGP, IDN, THA, MYS",SGP
1220,pS-PB-US-VA-5-30-2,5,1,,105,,507.63,Plastic SIM - 5GB for  Days [USA],,30,USA,USA
1221,eSim-PB-SG-VA-5-5-8,5,2,,105,,592.37,SMIT 5GB -5 Days,128.0,5,"SGP, MYS, IDN, THA",IDN
1222,CHE_0313202512400295,5,2,,105,,592.37,Switzerland - 5 GB for 7 Days,,7,CHE,CHE
1223,THA_0410202507150977,5,2,,105,,592.37,Thailand - 5 GB for 7 Days,,7,THA,THA
1224,Malaysia5GB10days20251001075402,5,2,,105,,592.37,Malaysia - 5 GB for 10 Days,,10,MYS,MYS
1225,Singapore_5GB_10days_2603414,5,2,,105,,592.37,Singapore - 5 GB for 10 Days,,10,SGP,SGP
1226,CHE_1002202509572457,5,2,,105,,592.37,Switzerland - 5 GB for 30 Days,,30,CHE,CHE
1227,GBR_1002202509574275,5,2,,105,,592.37,United Kingdom - 5 GB for 30 Days,,30,GBR,GBR
1228,Malaysia5GB30days20251001075402,5,2,,105,,592.37,Malaysia - 5 GB for 30 Days,,30,MYS,MYS
1229,pS-PB-AE-VA-5-5,5,1,,105,,677.12,Plastic SIM - 5GB for 5 Days [ARE],,5,ARE,ARE
1230,eSim-PB-CN-VA-5-7-2,5,2,,105,,677.12,"eSIM - China, HongKong, Macau - 5 GB For 7 Days",128.0,7,"CHN,HKG,MAC","GCHN,CHN"
1231,IDN_0213202516000948,5,2,,105,,677.12,Indonesia - 5 GB for 7 Days,,7,IDN,IDN
1232,pS-PB-LK-VA-5-7,5,1,,105,,677.12,Plastic SIM - 5GB for 30 Days [LKA],,7,LKA,LKA
1233,Oman_5GB_10days_2590214,5,2,,105,,677.12,Oman - 5 GB for 10 Days,,10,OMN,OMN
1234,pS-PB-SA-VA-5-5,5,1,,105,,761.86,Plastic SIM - 5GB for 15 Days [SAU],,5,SAU,SAU
1235,pS-PB-AE-VA-5-7,5,1,,105,,761.86,Plastic SIM - 5GB for 7 Days [ARE],,7,ARE,ARE
1236,LKA_0213202516000663,5,2,,103,,761.86,eSIM - Sri Lanka - 5 GB For 7 Days,,7,LKA,LKA
1237,pS-PB-LK-VA-5-15,5,1,,105,,761.86,Plastic SIM - 5GB for  Days [LKA],,15,LKA,LKA
1238,QAT_0502202514201078,5,2,,105,,846.61,Qatar - 5 GB for 7 Days,,7,QAT,QAT
1239,04062023064500_01032_3,5,2,,105,,846.61,Europe - 5 GB for 10 Days,,10,"ALB, AUT, BEL, BGR, HRV, CYP, CZE, DNK, EST, FRO, FIN, FRA, DEU, HUN, ISL, IRL, ITA, LVA, LIE, LTU, LUX, MLT, NLD, NOR, POL, PRT, ROU, SVN, ESP, SWE, TUR, GBR",EUR
1240,hongkong-5g10days_0611202506452783,5,2,,105,,846.61,Hong Kong - 5 GB for 10 Days,,10,HKG,HKG
1241,IDN_0213202516000945,5,2,,105,,846.61,Indonesia - 5 GB for 10 Days,,10,IDN,IDN
1242,LKA_0213202516000603,5,2,,105,,846.61,Sri Lanka - 5 GB for 10 Days,,10,LKA,LKA
1243,Macao5GB10days20251112094246,5,2,,105,,846.61,Macau - 5 GB for 10 Days,,10,MAC,MAC
1244,QAT_0502202514201165,5,2,,105,,846.61,Qatar - 5 GB for 10 Days,,10,QAT,QAT
1245,THA_0410202507150955,5,2,,105,,846.61,Thailand - 5 GB for 10 Days,,10,THA,THA
1246,esim_5gb_30days_northamerica_v2_1002202509584751,5,2,,105,,846.61,America - 5 GB for 30 Days,,30,"CAN, MEX, USA",AMR
1247,pS-PB-AE-VA-5-30,5,1,,105,,846.61,Plastic SIM - 5GB for 30 Days [ARE],,30,ARE,ARE
1248,08232023231002_01124_3,5,2,,105,,846.61,Europe - 5 GB for 30 Days,,30,"ALB, AUT, BEL, BGR, HRV, CYP, CZE, DNK, EST, FRO, FIN, FRA, DEU, HUN, ISL, IRL, ITA, LVA, LIE, LTU, LUX, MLT, NLD, NOR, POL, PRT, ROU, SVN, ESP, SWE, TUR, GBR",EUR
1249,esim_5gb_30days_europe_v2_1002202509584360,5,2,,105,,846.61,Europe - 5 GB for 30 Days,,30,"AUT, BEL, BGR, CHE, CYP, CZE, DEU, DNK, EST, ESP, FIN, FRA, GBR, GRC, HRV, HUN, IRL, ISL, ITA, LIE, LTU, LUX, LVA, MLT, NLD, NOR, POL, PRT, ROU, SWE, SVN, SVK, TUR",EUR
1250,hongkong-5gb-30days_0611202506452819,5,2,,105,,846.61,Hong Kong - 5 GB for 30 Days,,30,HKG,HKG
1251,Japan5GB30days20251001075401,5,2,,105,,846.61,Japan - 5 GB for 30 Days,,30,JPN,JPN
1252,Oman_5GB_30days_2590314,5,2,,105,,846.61,Oman - 5 GB for 30 Days,,30,OMN,OMN
1253,THA_1002202510010880,5,2,,105,,846.61,Thailand - 5 GB for 30 Days,,30,THA,THA
1254,VNM_1002202510011905,5,2,,105,,846.61,Vietnam - 5 GB for 30 Days,,30,VNM,VNM
1255,egypt-5g7days_0717202507150938,5,2,,105,,931.36,Egypt - 5 GB for 7 Days,,7,EGY,EGY
1256,ARE_1002202509570254,5,2,,105,,931.36,United Arab Emirates - 5 GB for 30 Days,,30,ARE,ARE
1257,LKA_0213202516000647,5,2,,105,,931.36,Sri Lanka - 5 GB for 30 Days,,30,LKA,LKA
1258,pS-PB-OM-VA-5-30,5,1,,105,,931.36,Plastic SIM - 5GB for 30 Days [OMN],,30,OMN,OMN
1259,QAT_1002202509583998,5,2,,105,,931.36,Qatar - 5 GB for 30 Days,,30,QAT,QAT
1260,SAU_0502202514200613,5,2,,105,,931.36,Saudi Arabia - 5 GB for 30 Days,,30,SAU,SAU
1261,africa-5g10days_0223202610111595,5,2,,103,,1016.1,eSIM - Africa (10) - 5 GB For 10 Days,,10,"DZA,COM,EGY,MDG,REU,SEN,ZAF,TZA,TUN,CIV","AFR,DZA,COM,EGY,MDG,REU,SEN,ZAF,TZA,TUN,CIV"
1262,pS-PB-UZ-VA-5-15-2,5,1,,105,,1016.1,Plastic SIM - 5GB for 15 Days [MULTI (63)],,15,"UZB, USA, SWE, REU, DZA, HUN, FRA, DEU, BEL, ALB, AZE, PAK, GRC, DNK, KGZ, MLT, XKX, HRV, AUS, GBR, IND, TUN, LTU, ISR, PRT, BHR, QAT, POL, ISL, UKR, ESP, AND, CHE, LIE, KAZ, NOR, LKA, SVN, NZL, CYP, FIN, SVK, GEO, KWT, LUX, IRL, BIH, CZE, GHA, ARM, EST, SRB, TUR, LVA, NLD, ROU, AUT, RUS, BGR, MNE, ITA, TJK, RUS",AZE
1263,egypt-5g10days_0717202507151092,5,2,,105,,1100.85,Egypt - 5 GB for 10 Days,,10,EGY,EGY
1264,pS-PB-UZ-VA-5-30-2,5,1,,105,,1100.85,Plastic SIM - 5GB for 30 Days [MULTI (63)],,30,"UZB, USA, SWE, REU, DZA, HUN, FRA, DEU, BEL, ALB, AZE, PAK, GRC, DNK, KGZ, MLT, XKX, HRV, AUS, GBR, IND, TUN, LTU, ISR, PRT, BHR, QAT, POL, ISL, UKR, ESP, AND, CHE, LIE, KAZ, NOR, LKA, SVN, NZL, CYP, FIN, SVK, GEO, KWT, LUX, IRL, BIH, CZE, GHA, ARM, EST, SRB, TUR, LVA, NLD, ROU, AUT, RUS, BGR, MNE, ITA, TJK, RUS",QAT
1265,pS-PB-US-VA-5-30-1,5,1,,105,,1185.59,"Plastic SIM - 5GB for  Days [CAN, USA, MEX]",,30,"CAN, USA, MEX",USA
1266,China_5GB_30days_2629714,5,2,,105,,1270.34,China - 5 GB for 30 Days,,30,CHN,CHN
1267,APAC_5GB_30days_3225414,5,2,,105,,1270.34,South Korea - 5 GB for 30 Days,,30,KOR,KOR
1268,ZAF_1002202510012250,5,2,,105,,1439.83,South Africa - 5 GB for 30 Days,,30,ZAF,ZAF
1269,azerbaijan-5gb-30days_0919202508020343,5,2,,105,,1524.58,Azerbaijan - 5 GB for 30 Days,,30,AZE,AZE
1270,Seychelles5GB7days20251001075403,5,2,,105,,1694.07,Seychelles - 5 GB for 7 Days,,7,SYC,SYC
1271,Kenya5GB10days20251001075357,5,2,,105,,1694.07,Kenya - 5 GB for 10 Days,,10,KEN,KEN
1272,GEO_1002202509574327,5,2,,105,,1694.07,Georgia - 5 GB for 30 Days,,30,GEO,GEO
1273,GTM_1002202509575072,5,2,,105,,1694.07,Guatemala - 5 GB for 30 Days,,30,GTM,GTM
1274,MUS_1002202509582444,5,2,,105,,2117.8,Mauritius - 5 GB for 30 Days,,30,MUS,MUS
1275,pS-BL-LK-GB-7.5-28,7,1,,105,"SIM: Sri Lanka 
INR 120 talktime covers either 120 local minutes at â‚¹1/min or 55 India minutes at â‚¹2.18/min, with SMS also deducted from the same balance.",761.86,Plastic SIM - Sri Lanka - 7.5 GB For 28 Days,,28,LKA,LKA
1276,pS-PB-US-VA-10-7-2,10,1,,105,,592.37,Plastic SIM - 10GB for  Days [USA],,7,USA,USA
1277,TUR_0110202517200351,10,2,,105,,592.37,Turkey - 10 GB for 30 Days,,30,TUR,TUR
1278,SGL-TUR-10G-30D,10,2,,103,,677.12,eSIM - Turkey - 10 GB For 30 Days,,30,TUR,TUR
1279,20251110T100009874530_f114de7d-9352-442c-8678-f1c2ad70b96a,10,2,,103,,677.12,eSIM - United States of America - 10 GB For 30 Days,,30,USA,USA
1280,pS-PB-US-VA-10-30-2,10,1,,105,,677.12,Plastic SIM - 10GB for  Days [USA],,30,USA,USA
1281,pS-PB-HK-VA-10-7-1,10,1,,105,,761.86,"Plastic SIM - 10GB for 7 Days [HKG, MAC]",,7,"HKG, MAC",MAC
1282,eSim-PB-SG-VA-10-10-7,10,2,,105,,761.86,"eSIM - Singapore, Malaysia - 10 GB For 10 Days",128.0,10,"SGP,MYS","SGP,MYS,SGMY"
1283,europe1-10g15days_0316202613554744,10,2,,103,,761.86,eSIM - United Kingdom - 10 GB For 15 Days,,15,"AUT,BEL,BGR,HRV,CYP,CZE,DNK,EST,FIN,FRA,DEU,GRC,HUN,ISL,IRL,ITA,LVA,LIE,LTU,LUX,MLT,NLD,NOR,PRT,ROU,SVK,SVN,ESP,SWE,TUR,GBR","AUT,BEL,BGR,HRV,CYP,CZE,DNK,EST,FIN,FRA,DEU,GRC,HUN,ISL,IRL,ITA,LVA,LIE,LTU,LUX,MLT,NLD,NOR,PRT,ROU,SVK,SVN,ESP,SWE,TUR,GBR"
1284,pS-PB-KRW-VA-10-15,10,1,,105,,761.86,Plastic SIM - South Korea - 10 GB For 15 Days,128.0,15,KOR,KOR
1285,europe1-10g30days_0316202613555317,10,2,,103,,761.86,eSIM - United Kingdom - 10 GB For 30 Days,,30,"AUT,BEL,BGR,HRV,CYP,CZE,DNK,EST,FIN,FRA,DEU,GRC,HUN,ISL,IRL,ITA,LVA,LIE,LTU,LUX,MLT,NLD,NOR,PRT,ROU,SVK,SVN,ESP,SWE,TUR,GBR","AUT,BEL,BGR,HRV,CYP,CZE,DNK,EST,FIN,FRA,DEU,GRC,HUN,ISL,IRL,ITA,LVA,LIE,LTU,LUX,MLT,NLD,NOR,PRT,ROU,SVK,SVN,ESP,SWE,TUR,GBR"
1286,Australia10GB30days20251001075400,10,2,,105,,846.61,Australia - 10 GB for 30 Days,,30,AUS,AUS
1287,CHE_0313202512400469,10,2,,105,,846.61,Switzerland - 10 GB for 30 Days,,30,CHE,CHE
1288,DEU_1002202510180552,10,2,,105,,846.61,Germany - 10 GB for 30 Days,,30,DEU,DEU
1289,ESP_1002202510181093,10,2,,105,,846.61,Spain - 10 GB for 30 Days,,30,ESP,ESP
1290,GBR_1002202510181510,10,2,,105,,846.61,United Kingdom - 10 GB for 30 Days,,30,GBR,GBR
1291,GRC_1002202510182262,10,2,,105,,846.61,Greece - 10 GB for 30 Days,,30,GRC,GRC
1292,ITA_1002202510163429,10,2,,105,,846.61,Italy - 10 GB for 30 Days,,30,ITA,ITA
1293,Malaysia10GB30days20251001075402,10,2,,105,,846.61,Malaysia - 10 GB for 30 Days,,30,MYS,MYS
1294,pS-PB-SG-VA-10-30-4,10,1,,105,,846.61,"Plastic SIM - 10GB for 30 Days [SGP, MYS, IDN, THA]",,30,"SGP, IDN, THA, MYS",SGP
1295,CHE_0313202512400375,10,2,,105,,931.36,Switzerland - 10 GB for 15 Days,,15,CHE,CHE
1296,Singapore_10GB_15days_2602914,10,2,,105,,931.36,Singapore - 10 GB for 15 Days,,15,SGP,SGP
1297,eSim-PB-AT-VA-10-30-1,10,2,,105,,931.36,eSIM - Europe (31) - 10 GB For 30 Days,128.0,30,"AUT,BEL,BGR,HRV,CYP,CZE,DNK,EST,FIN,FRA,DEU,GRC,HUN,ISL,IRL,ITA,LVA,LTU,LUX,MLT,NOR,POL,PRT,ROU,SVK,SVN,ESP,SWE,GBR,CHE,TUR","EUR,AUT,BEL,BGR,HRV,CYP,CZE,DNK,EST,FIN,FRA,DEU,GRC,HUN,ISL,IRL,ITA,LVA,LTU,LUX,MLT,NOR,POL,PRT,ROU,SVK,SVN,ESP,SWE,CHE,TUR"
1298,Japan10GB30days20251001075401,10,2,,105,,931.36,Japan - 10 GB for 30 Days,,30,JPN,JPN
1299,Singapore_10GB_30days_2603014,10,2,,105,,931.36,Singapore - 10 GB for 30 Days,,30,SGP,SGP
1300,eSim-PB-SG-VA-10-30-6,10,2,,105,,931.36,"eSIM - Singapore, Malaysia, Indonesia, Thailand - 10 GB For 30 Days",128.0,30,"SGP,IDN,MYS,THA","THA,IDN,SMIT"
1301,pS-PB-AE-VA-10-5,10,1,,105,,1016.1,Plastic SIM - 10GB for 5 Days [ARE],,5,ARE,ARE
1302,pS-PB-LK-VA-10-5,10,1,,105,,1016.1,Plastic SIM - 10GB for 30 Days [LKA],,5,LKA,LKA
