order_no,order_date_time,user_id,product_id,amount,discount_amount,created_by
1551,2026-02-17,1540,1391,761.86,76.186,1006
1552,2026-02-17,1541,1130,338.14,0,1006
1553,2026-02-17,1542,1392,761.86,0,1006
1554,2026-02-17,1543,1392,761.86,0,1002
1555,2026-02-17,1544,1117,253.39,0,1006
1556,2026-02-17,1545,1084,2117.8,0,1006
1557,2026-02-17,1546,1118,253.39,0,1006
1558,2026-02-17,1547,1118,253.39,0,1006
1559,2026-02-17,1548,1392,761.86,76.186,1006
1560,2026-02-18,1549,1392,761.86,0,1006
1561,2026-02-18,1550,1391,761.86,76.186,1006
1562,2026-02-18,1551,1392,761.86,0,1002
1563,2026-02-18,1552,1178,507.63,0,1006
1564,2026-02-18,1553,1249,846.61,0,1006
1565,2026-02-18,1554,1135,338.14,0,1006
1566,2026-02-18,1555,1198,931.36,0,1006
1567,2026-02-19,1556,1391,761.86,0,1006
1568,2026-02-19,1557,1392,761.86,0,1009
1569,2026-02-19,1558,1391,761.86,76.186,1009
1570,2026-02-19,1559,1169,422.88,0,1002
1571,2026-02-19,1560,1391,761.86,0,1002
1572,2026-02-19,1561,1235,761.86,0,1002
1573,2026-02-19,1561,1235,761.86,0,1002
1574,2026-02-19,1562,1391,761.86,0,1002
1575,2026-02-19,1563,1392,761.86,0,1006
1576,2026-02-19,1564,1158,422.88,0,1006
1577,2026-02-19,1565,1169,422.88,0,1009
1578,2026-02-19,1566,1169,422.88,0,1009
1579,2026-02-19,1567,1165,422.88,0,1009
1580,2026-02-20,1568,1299,931.36,0,1009
1581,2026-02-20,1569,1293,846.61,0,1009
1582,2026-02-20,1570,1299,931.36,0,1009
1583,2026-02-20,1571,1161,422.88,0,1009
1584,2026-02-20,1572,1115,253.39,0,1002
1585,2026-02-20,1573,1391,761.86,0,1002
1586,2026-02-20,1574,1202,2541.53,0,1002
1587,2026-02-20,1575,1256,931.36,0,1002
1588,2026-02-20,1576,1319,1270.34,0,1006
1589,2026-02-20,1577,1319,1270.34,127.034,1006
1590,2026-02-20,1578,1190,592.37,0,1006
1591,2026-02-21,1579,1298,931.36,0,1006
1592,2026-02-21,1580,1124,253.39,0,1006
1593,2026-02-21,1581,1124,253.39,0,1006
1594,2026-02-21,1582,1392,761.86,0,1006
1595,2026-02-21,1583,1158,422.88,0,1006
1596,2026-02-21,1584,1256,931.36,93.136,1006
1597,2026-02-21,1585,1391,761.86,0,1006
1598,2026-02-21,1586,1392,761.86,0,1009
1599,2026-02-21,1587,1256,931.36,0,1009
1600,2026-02-21,1588,1126,338.14,0,1009
1601,2026-02-21,1589,1392,761.86,0,1009
1602,2026-02-21,1590,1183,592.37,0,1006
1603,2026-02-21,1591,1158,422.88,0,1006
1604,2026-02-21,1592,1307,1100.85,110.085,1006
1605,2026-02-21,1593,1121,253.39,0,1006
1606,2026-02-21,1594,1124,253.39,0,1006
1607,2026-02-21,1595,1191,677.12,0,1006
1608,2026-02-21,1596,1392,761.86,0,1006
1609,2026-02-22,1597,1391,761.86,0,1006
1610,2026-02-22,1598,1391,761.86,0,1006
1611,2026-02-22,1599,1391,761.86,0,1006
1612,2026-02-22,1600,1392,761.86,0,1006
1613,2026-02-22,1600,1392,761.86,0,1006
1614,2026-02-22,1601,1391,761.86,0,1006
1615,2026-02-22,1602,1391,761.86,0,1006
1616,2026-02-22,1603,1392,761.86,0,1006
1617,2026-02-22,1604,1294,846.61,0,1006
1618,2026-02-22,1605,1392,761.86,0,1006
1619,2026-02-22,1606,1391,761.86,0,1006
1620,2026-02-22,1607,1391,761.86,0,1006
1621,2026-02-22,1608,1148,592.37,0,1002
1622,2026-02-22,1609,1180,592.37,0,1006
1623,2026-02-22,1610,1124,253.39,0,1006
1624,2026-02-22,1611,1124,253.39,0,1006
1625,2026-02-22,1612,1124,253.39,0,1006
1626,2026-02-22,1613,1124,253.39,0,1006
1627,2026-02-22,1614,1124,253.39,0,1006
1628,2026-02-22,1614,1124,253.39,0,1006
1629,2026-02-22,1615,1124,253.39,0,1006
1630,2026-02-22,1615,1124,253.39,0,1006
1631,2026-02-22,1616,1391,761.86,0,1006
1632,2026-02-22,1617,1392,761.86,0,1006
1633,2026-02-23,1612,1124,253.39,0,1006
1634,2026-02-23,1613,1124,253.39,0,1006
1635,2026-02-23,1618,1237,761.86,0,1002
1636,2026-02-23,1619,1183,592.37,0,1002
1637,2026-02-23,1620,1294,846.61,0,1009
1638,2026-02-23,1621,1219,507.63,0,1009
1639,2026-02-23,1622,1008,507.63,0,1009
1640,2026-02-23,1623,1135,338.14,0,1009
1641,2026-02-23,1624,1140,422.88,0,1009
1642,2026-02-23,1625,1392,761.86,0,1009
1643,2026-02-24,1626,1231,677.12,0,1009
1644,2026-02-24,1627,1325,1270.34,127.034,1009
1645,2026-02-24,1628,1392,761.86,0,1009
1646,2026-02-24,1629,1391,761.86,76.186,1009
1647,2026-02-24,1630,1392,761.86,76.186,1009
1648,2026-02-24,1631,1392,761.86,76.186,1009
1649,2026-02-24,1632,1175,507.63,0,1009
1650,2026-02-24,1633,1392,761.86,76.186,1009
1651,2026-02-24,1634,1266,1270.34,0,1006
1652,2026-02-24,1635,1391,761.86,0,1006
1653,2026-02-24,1636,1392,761.86,0,1006
1654,2026-02-24,1637,1008,507.63,0,1003
1655,2026-02-25,1638,1169,422.88,0,1003
1656,2026-02-25,1639,1225,592.37,0,1003
1657,2026-02-25,1640,1392,761.86,76.186,1003
1658,2026-02-25,1641,1116,253.39,0,1003
1659,2026-02-25,1642,1116,253.39,0,1003
1660,2026-02-25,1643,1116,253.39,0,1003
1661,2026-02-25,1644,1074,1694.07,169.407,1003
1662,2026-02-25,1645,1306,1016.1,0,1009
1663,2026-02-25,1646,1317,1100.85,0,1009
1664,2026-02-25,1647,1392,761.86,0,1003
1665,2026-02-25,1648,1135,338.14,0,1006
1666,2026-02-25,1649,1286,846.61,84.661,1003
1667,2026-02-25,1650,1228,592.37,0,1003
1668,2026-02-25,1651,1008,507.63,0,1006
1669,2026-02-26,1652,1108,253.39,0,1006
1670,2026-02-26,1653,1392,761.86,0,1006
1671,2026-02-26,1654,1229,677.12,0,1009
1672,2026-02-26,1655,1229,677.12,0,1009
1673,2026-02-26,1656,1241,846.61,0,1002
1674,2026-02-26,1657,1008,507.63,0,1002
1675,2026-02-26,1658,1376,2033.05,406.61,1006
1676,2026-02-26,1659,1241,846.61,0,1003
1677,2026-02-26,1660,1225,592.37,0,1006
1678,2026-02-26,1661,1299,931.36,0,1003
1679,2026-02-27,1662,1392,761.86,0,1006
1680,2026-02-27,1663,1126,338.14,0,1003
1681,2026-02-27,1664,1391,761.86,0,1004
1682,2026-02-27,1665,1392,761.86,0,1004
1683,2026-02-27,1666,1391,761.86,0,1004
1684,2026-02-27,1667,1391,761.86,0,1004
1685,2026-02-27,1668,1391,761.86,0,1004
1686,2026-02-27,1669,1392,761.86,76.186,1004
1687,2026-02-27,1670,1392,761.86,0,1004
1688,2026-02-27,1671,1103,253.39,0,1004
1689,2026-02-27,1672,1391,761.86,0,1004
1690,2026-02-27,1673,1391,761.86,0,1002
1691,2026-02-27,1674,1370,1524.58,0,1002
1692,2026-02-27,1675,1197,931.36,0,1003
1693,2026-02-28,1676,1135,338.14,0,1003
1694,2026-02-28,1677,1135,338.14,0,1006
1695,2026-02-28,1678,1135,338.14,0,1006
1696,2026-02-28,1679,1135,338.14,0,1006
1697,2026-02-28,1680,1182,592.37,0,1003
1698,2026-02-28,1681,1391,761.86,0,1006
1699,2026-02-28,1682,1391,761.86,0,1003
1700,2026-02-28,1683,1121,253.39,0,1006
1701,2026-02-28,1683,1121,253.39,0,1006
1702,2026-02-28,1683,1121,253.39,0,1006
1703,2026-02-28,1683,1170,422.88,21.144,1006
1704,2026-02-28,1683,1170,422.88,21.144,1003
1705,2026-02-28,1683,1165,422.88,0,1006
1706,2026-02-28,1684,1294,846.61,0,1003
1707,2026-02-28,1685,1172,507.63,0,1006
1708,2026-02-28,1686,1172,507.63,0,1003
1709,2026-02-28,1687,1392,761.86,0,1003
1710,2026-02-28,1688,1392,761.86,76.186,1009
1711,2026-02-28,1688,1392,761.86,76.186,1009
1712,2026-02-28,1689,1392,761.86,76.186,1009
1713,2026-02-28,1690,1392,761.86,76.186,1009
1714,2026-02-28,1691,1255,931.36,0,1009
1715,2026-02-28,1692,1129,338.14,0,1009
1716,2026-02-28,1693,1391,761.86,0,1009
1717,2026-02-28,1151,1165,422.88,42.288,1009
1718,2026-02-28,1694,1008,507.63,0,1002
1719,2026-02-28,1695,1391,761.86,0,1006
1720,2026-02-28,1696,1391,761.86,76.186,1006
1721,2026-02-28,1697,1392,761.86,0,1006
1722,2026-02-28,1698,1392,761.86,0,1006
1723,2026-02-28,1699,1391,761.86,0,1006
1724,2026-02-28,1700,1392,761.86,0,1006
1725,2026-03-01,1701,1294,846.61,0,1006
1726,2026-03-01,1702,1294,846.61,0,1006
1727,2026-03-01,1703,1376,2033.05,406.61,1006
1728,2026-03-01,1704,1391,761.86,0,1006
1729,2026-03-01,1705,1391,761.86,0,1006
1730,2026-03-01,1706,1391,761.86,0,1006
1731,2026-03-01,1707,1392,761.86,0,1006
1732,2026-03-01,1708,1392,761.86,0,1006
1733,2026-03-01,1709,1392,761.86,0,1006
1734,2026-03-01,1710,1392,761.86,76.186,1006
1735,2026-03-01,1711,1391,761.86,0,1009
1736,2026-03-01,1712,1391,761.86,0,1009
1737,2026-03-01,1713,1392,761.86,0,1009
1738,2026-03-01,1714,1392,761.86,76.186,1009
1739,2026-03-01,1715,1391,761.86,76.186,1009
1740,2026-03-01,1716,1392,761.86,0,1009
1741,2026-03-01,1717,1392,761.86,76.186,1002
1742,2026-03-01,1718,1008,507.63,0,1002
1743,2026-03-01,1719,1008,507.63,0,1003
1744,2026-03-01,1720,1219,507.63,0,1003
1745,2026-03-01,1721,1392,761.86,0,1003
1746,2026-03-01,1722,1392,761.86,0,1003
1747,2026-03-01,1723,1391,761.86,0,1003
1748,2026-03-01,1724,1299,931.36,0,1003
1749,2026-03-02,1725,1055,1270.34,0,1003
1750,2026-03-02,1726,1392,761.86,0,1003
1751,2026-03-02,1727,1391,761.86,76.186,1003
1752,2026-03-02,1728,1391,761.86,76.186,1003
1753,2026-03-02,1729,1392,761.86,0,1003
1754,2026-03-02,1730,1392,761.86,0,1003
1755,2026-03-02,1731,1391,761.86,0,1009
1756,2026-03-02,1732,1219,507.63,0,1006
1757,2026-03-02,1733,1008,507.63,0,1006
1758,2026-03-02,1733,1008,507.63,50.763,1006
1759,2026-03-02,1734,1219,507.63,0,1002
1760,2026-03-03,1735,1219,507.63,0,1003
1761,2026-03-03,1736,1392,761.86,0,1002
1762,2026-03-03,1737,1391,761.86,0,1003
1763,2026-03-03,1738,1391,761.86,0,1002
1764,2026-03-03,1739,1392,761.86,0,1002
1765,2026-03-03,1740,1392,761.86,0,1003
1766,2026-03-03,1741,1392,761.86,0,1003
1767,2026-03-03,1742,1392,761.86,76.186,1002
1768,2026-03-03,1743,1392,761.86,76.186,1003
1769,2026-03-03,1744,1392,761.86,0,1002
1770,2026-03-03,1745,1008,507.63,0,1006
1771,2026-03-03,1746,1008,507.63,0,1006
1772,2026-03-03,1747,1315,1100.85,0,1006
1773,2026-03-03,1748,1392,761.86,0,1003
1774,2026-03-04,1749,1392,761.86,0,1002
1775,2026-03-04,1750,1391,761.86,0,1003
1776,2026-03-04,1751,1392,761.86,0,1002
1777,2026-03-04,1752,1391,761.86,0,1003
1778,2026-03-04,1753,1391,761.86,0,1002
1779,2026-03-04,1754,1391,761.86,0,1003
1780,2026-03-04,1755,1391,761.86,0,1002
1781,2026-03-04,1756,1391,761.86,0,1003
1782,2026-03-04,1757,1391,761.86,0,1009
1783,2026-03-04,1758,1260,931.36,0,1006
1784,2026-03-04,1759,1113,253.39,0,1006
1785,2026-03-04,1760,1392,761.86,76.186,1003
1786,2026-03-05,1761,1392,761.86,76.186,1003
1787,2026-03-05,1762,1392,761.86,76.186,1003
1788,2026-03-05,1763,1167,422.88,0,1003
1789,2026-03-05,1764,1392,761.86,76.186,1003
1790,2026-03-05,1765,1392,761.86,0,1003
1791,2026-03-05,1766,1392,761.86,0,1009
1792,2026-03-05,1400,1392,761.86,76.186,1009
1793,2026-03-05,1401,1392,761.86,76.186,1009
1794,2026-03-05,1767,1008,507.63,50.763,1006
1795,2026-03-05,1768,1391,761.86,0,1002
1796,2026-03-05,1769,1392,761.86,0,1003
1797,2026-03-05,1770,1391,761.86,0,1002
1798,2026-03-06,1771,1392,761.86,0,1002
1799,2026-03-06,1771,1294,846.61,0,1003
1800,2026-03-06,1772,1167,422.88,0,1003
1801,2026-03-06,1773,1392,761.86,76.186,1009
1802,2026-03-06,1774,1392,761.86,0,1005
1803,2026-03-06,1775,1257,931.36,0,1009
1804,2026-03-06,1776,1391,761.86,0,1006
1805,2026-03-06,1777,1219,507.63,0,1002
1806,2026-03-06,1778,1219,507.63,0,1003
1807,2026-03-06,1779,1219,507.63,0,1002
1808,2026-03-06,1780,1392,761.86,0,1003
1809,2026-03-07,1781,1392,761.86,0,1002
1810,2026-03-07,1782,1008,507.63,0,1006
1811,2026-03-07,1783,1008,507.63,0,1006
1812,2026-03-07,1784,1008,507.63,50.763,1006
1813,2026-03-07,1785,1008,507.63,0,1006
1814,2026-03-07,1786,1008,507.63,0,1002
1815,2026-03-08,1787,1294,846.61,0,1002
1816,2026-03-08,1788,1130,338.14,0,1003
1817,2026-03-08,1789,1165,422.88,0,1003
1818,2026-03-08,1790,1391,761.86,0,1002
1819,2026-03-08,1791,1392,761.86,0,1003
1820,2026-03-08,1792,1392,761.86,76.186,1002
1821,2026-03-08,1793,1008,507.63,0,1002
1822,2026-03-08,1794,1231,677.12,0,1002
1823,2026-03-08,1795,1231,677.12,0,1002
1824,2026-03-09,1796,1391,761.86,0,1002
1825,2026-03-09,1796,1392,761.86,0,1002
1826,2026-03-09,1797,1220,507.63,0,1002
1827,2026-03-09,1798,1165,422.88,0,1003
1828,2026-03-10,1799,1144,422.88,0,1009
1829,2026-03-10,1800,1392,761.86,0,1009
1830,2026-03-10,1801,1391,761.86,76.186,1002
1831,2026-03-10,1802,1392,761.86,76.186,1009
1832,2026-03-10,1803,1392,761.86,76.186,1009
1833,2026-03-10,1804,1392,761.86,76.186,1002
1834,2026-03-10,1805,1391,761.86,76.186,1002
1835,2026-03-10,1806,1391,761.86,76.186,1002
1836,2026-03-10,1807,1131,338.14,0,1003
1837,2026-03-10,1808,1131,338.14,0,1003
1838,2026-03-10,1809,1131,338.14,0,1003
1839,2026-03-10,1810,1008,507.63,0,1003
1840,2026-03-10,1811,1124,253.39,0,1003
1841,2026-03-10,1812,1315,1100.85,110.085,1002
1842,2026-03-10,1813,1392,761.86,0,1002
1843,2026-03-11,1814,1231,677.12,0,1002
1844,2026-03-11,1815,1392,761.86,0,1002
1845,2026-03-11,1816,1392,761.86,0,1002
1846,2026-03-11,1817,1391,761.86,0,1002
1847,2026-03-11,1818,1391,761.86,0,1002
1848,2026-03-11,1819,1392,761.86,0,1002
1849,2026-03-11,1820,1392,761.86,0,1002
1850,2026-03-11,1821,1392,761.86,0,1005
1851,2026-03-11,1822,1191,677.12,0,1005
1852,2026-03-11,1823,1191,677.12,0,1005
1853,2026-03-11,1824,1191,677.12,0,1005
1854,2026-03-11,1825,1392,761.86,0,1009
1855,2026-03-11,1826,1008,507.63,0,1009
1856,2026-03-11,1827,1008,507.63,0,1009
1857,2026-03-11,1828,1324,1270.34,0,1009
1858,2026-03-11,1829,1319,1270.34,0,1009
1859,2026-03-11,1830,1008,507.63,0,1002
1860,2026-03-11,1831,1391,761.86,0,1002
1861,2026-03-11,1832,1392,761.86,0,1002
1862,2026-03-11,1833,1392,761.86,0,1002
1863,2026-03-12,1834,1176,507.63,0,1002
1864,2026-03-12,1835,1392,761.86,0,1002
1865,2026-03-12,1836,1333,1694.07,0,1003
1866,2026-03-12,1837,1124,253.39,0,1006
1867,2026-03-12,1838,1008,507.63,0,1006
1868,2026-03-12,1839,1219,507.63,0,1009
1869,2026-03-12,1840,1100,4236.44,0,1002
1870,2026-03-13,1841,1391,761.86,0,1009
1871,2026-03-13,1842,1391,761.86,0,1002
1872,2026-03-13,1843,1391,761.86,0,1009
1873,2026-03-13,1844,1391,761.86,0,1009
1874,2026-03-13,1845,1391,761.86,0,1002
1875,2026-03-13,1846,1392,761.86,0,1002
1876,2026-03-13,1847,1392,761.86,76.186,1009
1877,2026-03-13,1848,1165,422.88,0,1002
1878,2026-03-13,1849,1391,761.86,0,1005
1879,2026-03-13,1850,1110,253.39,0,1003
1880,2026-03-13,1851,1163,422.88,0,1006
1881,2026-03-13,1852,1149,1270.34,0,1002
1882,2026-03-14,1853,1241,846.61,0,1009
1883,2026-03-14,1853,1294,846.61,0,1009
1884,2026-03-14,1854,1392,761.86,0,1002
1885,2026-03-14,1855,1242,846.61,0,1009
1886,2026-03-14,1856,1242,846.61,0,1002
1887,2026-03-14,1857,1242,846.61,0,1009
1888,2026-03-14,1858,1391,761.86,0,1005
1889,2026-03-14,1859,1391,761.86,0,1005
1890,2026-03-14,1860,1137,422.88,0,1006
1891,2026-03-14,1861,1294,846.61,0,1002
1892,2026-03-14,1862,1008,507.63,50.763,1002
1893,2026-03-14,1863,1106,253.39,0,1002
1894,2026-03-14,1071,1106,253.3,9,1004
